mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,variance,stddv_h,stddv_s,stddv_v,kurtosis,skewness,Chl Value
165.0064488,173.3865384,156.2270284,63.60469811,51.08991264,84.11223333,4625.951853,44.51617262,96.21893398,52.10960477,0.129358138,-1.330630381,36.8
165.7981785,174.1492803,155.8033018,62.12227973,49.71874412,83.341063,4481.867244,42.05712615,97.02737735,50.54056826,0.355007882,-1.401327465,43.3
143.7736298,148.9215173,131.5381283,48.66994812,39.20686236,61.66680322,2622.733337,38.64542224,76.95667465,39.63706909,0.322876962,-1.261249475,39
177.4854759,184.9525412,167.5232953,61.91244322,49.4847253,83.36211224,4461.352442,63.00899027,85.12541702,50.59147093,0.291399778,-1.380581978,41
177.3558177,178.1915381,168.1616541,62.66161155,58.21914952,71.13115262,4145.843674,44.39851001,50.95821374,58.97448728,0.041578497,-1.339413264,71.4
177.4493473,178.9796145,172.0937558,67.74061391,63.55361343,76.83497827,4852.537605,59.71711974,54.11537903,64.21628676,-0.117038109,-1.310675662,61.9
177.7024573,179.6297196,175.8892828,69.45541081,64.55665134,79.30680022,5096.060496,63.54154642,52.92295022,66.58096782,-0.24335276,-1.247214951,68.5
185.0765954,187.8354571,181.358733,64.24740191,58.44078134,75.56553433,4424.776937,72.09527968,51.2365861,59.92553311,-0.008457872,-1.305931933,55.2
177.5122653,179.5655145,175.0485656,66.08564244,61.35075994,75.74855442,4626.433624,70.49938583,50.16098222,63.05254086,-0.147287445,-1.251245365,67.9
143.5480623,145.8489828,140.76155,42.601222,35.4119521,53.77593919,1991.234129,56.3757197,65.67521097,37.23594382,1.465869677,-1.637126947,43.1
174.2015994,176.9294855,172.6985972,53.5257878,44.85357337,66.37894064,3097.405676,64.41094251,69.78233648,46.66788152,2.419434959,-2.02228201,45
181.7007082,185.0632927,180.2394552,51.8955223,42.40121476,65.47546189,2930.093857,71.89270046,63.76488182,44.17738299,2.657922659,-2.063420268,42.7
190.1873011,194.0885959,184.7446829,53.50717365,42.10481218,71.10146143,3245.10032,73.94378797,76.9463661,43.12262416,3.31173066,-2.197137467,46
182.9563191,186.853884,178.5518434,51.76822533,40.75271915,69.06317437,3048.320031,75.04370834,77.56022142,42.03675763,3.305441352,-2.18799251,44.5
174.5964718,181.11429,167.7690163,60.3357228,47.35102042,78.97065569,4069.315729,74.46608979,87.02394256,48.75020838,1.010472338,-1.617683309,37.8
156.5451581,163.0434834,153.849779,58.48748834,47.95630173,73.64783523,3729.756434,62.90808238,86.62082647,49.72058319,0.651495721,-1.525033258,35.5
171.2065284,178.0028532,166.1358964,59.47835961,47.0196395,76.15286001,3872.896172,73.49452799,81.35500266,48.71107339,0.833788216,-1.552015068,37.7
179.6401118,186.624472,171.7980767,59.15772853,45.91467849,77.54066717,3910.127737,63.21480645,82.38592516,46.87114445,1.151843207,-1.641183061,33.6
189.8712705,198.084242,181.4437906,59.78314334,44.75641231,80.13540776,4045.768076,50.9736153,80.85088119,45.59335473,1.386683692,-1.713084292,34.7
171.4979967,177.9853709,166.9928838,62.11754652,51.01900867,75.72339829,4085.54472,48.1387873,76.45341523,52.00793948,0.521612019,-1.496254802,42.1
188.7880031,196.081807,181.9830549,62.76937557,49.60483572,78.82317737,4237.718254,42.29732691,74.35253539,50.26891863,0.918586453,-1.615213288,41.6
159.0124189,164.6135392,155.1715819,61.26006876,51.87592622,73.20069734,3949.113849,44.07000253,81.02740801,52.75122089,0.378048257,-1.459932058,39.6
182.0213308,189.0354835,176.0166865,62.10457203,49.77148784,77.08160915,4120.222576,44.59026377,74.00674545,50.4992215,0.693418676,-1.541293204,40.8
169.9387796,176.142866,165.1754354,62.00839384,51.29941772,75.39385129,4073.7974,44.71504719,77.80433182,52.13915741,0.563960127,-1.515551359,40.3
178.6273824,183.4459415,174.2028933,45.67305367,35.15560546,62.66862988,2430.681483,39.34467189,76.05192061,35.76647795,4.993229702,-2.481698721,38.3
163.2038375,166.4858139,159.8717772,44.42508328,36.14770114,56.86836529,2178.709484,46.95283718,75.89217184,36.63205622,4.624885529,-2.446705418,40.2
181.0919994,184.2478442,176.8272825,45.36218404,36.86082162,59.95538656,2346.277863,48.82865383,69.51384319,37.36859881,5.062837322,-2.524184588,38.6
165.055661,168.5532044,163.0928812,43.59113123,35.63473503,55.23655618,2078.79945,43.24946571,71.20530136,36.22204956,5.150109323,-2.553597208,41.4
180.9404734,184.1534888,176.2487829,46.26943693,37.56556316,61.06290502,2437.4391,51.09173706,70.7552223,38.03975701,4.633488235,-2.436243184,39.6
190.8297206,195.3530169,184.9382063,45.47140672,33.75536357,64.88918341,2490.741889,42.87648684,75.85444905,34.21251428,6.03663306,-2.689985167,41.2
191.508155,196.5868183,186.4641981,45.12587178,33.39105774,65.1273394,2481.370433,37.74070078,74.89899929,33.98325512,6.133752275,-2.708880892,37.7
173.6597574,177.8748027,170.4705384,43.71488583,34.19519324,59.37412667,2211.058785,41.02213438,73.62404294,34.8790142,5.360780673,-2.578486135,36.6
188.0963235,192.7643981,184.3373791,48.03910544,37.43989029,64.18905913,2621.793809,33.81352052,73.80072984,37.96726781,5.347848513,-2.600870513,38.3
188.8285762,193.3666242,183.3476798,44.88441737,33.7267759,63.50191212,2411.645654,38.40410053,74.12861715,34.17760954,5.989263457,-2.686328326,37.9
184.8961664,190.1434891,176.2492287,62.13643824,50.04949776,80.1133222,4294.161681,59.98096865,88.74465272,50.57387479,1.476349466,-1.763670861,46.2
168.6699691,172.9802597,163.1875582,57.15143357,48.27367433,69.62772439,3497.610492,59.13020312,73.32616105,48.94833605,0.87030525,-1.561688674,44
178.4711138,183.0972283,171.4482065,61.61622715,51.43900814,75.77530605,4084.411768,58.79668019,81.03462239,51.89343967,1.125016208,-1.667964914,51.5
178.7512525,183.5306778,171.9198436,61.77282681,51.56510122,76.33939526,4123.550858,54.96067382,82.64763986,52.01883522,1.208924676,-1.696835176,46.1
178.2320508,183.2922519,171.1099928,60.19214624,49.750068,74.61763309,3913.622388,53.13056725,79.24372336,50.14078524,1.141710805,-1.658798392,47.1
171.1254158,175.7028484,160.2839667,43.32002216,33.95520845,68.44326523,2613.157221,53.79803492,86.86698112,34.48197619,3.40180988,-2.120939595,21.2
176.3663356,181.6031581,165.5185279,43.49246097,33.28956702,68.81382587,2623.245641,47.81169198,83.93358818,33.83828184,3.568484676,-2.149121107,21.1
174.2209813,179.0201508,163.6456258,43.5466399,33.79523038,68.97907914,2640.096511,49.20632599,86.63164853,34.36040273,3.75730667,-2.206881261,26.1
160.132297,164.7421658,151.2275733,43.44873774,34.41995604,65.47341311,2484.56347,50.57667792,87.71389579,35.03797075,2.929190219,-2.031028892,23.3
15.04426983,19.66544919,4.642721549,39.02740743,47.42379445,26.79844021,1536.240386,31.1970521,85.57030229,54.13297874,14.09992021,3.565895567,23
168.6413078,175.7571576,160.9508059,57.44811866,44.845151,76.71867285,3768.932577,54.98332602,88.11093664,45.84721746,0.939933801,-1.580238074,37.7
163.3310919,169.1309972,155.7846171,56.87347479,45.57465537,74.35603398,3643.344161,63.2201412,89.18725055,46.46312678,0.90973909,-1.58404427,34.2
165.6350426,171.649939,157.6300148,56.41409082,44.94065117,73.78551379,3581.817686,57.64894754,86.58245953,45.71939411,0.949077994,-1.576786738,33.9
176.0024332,182.9527544,166.9518765,56.70838883,44.0815646,76.30371601,3703.343996,53.34710264,84.0948914,44.81463319,1.183171782,-1.635202634,32.9
161.416512,168.416339,155.0635523,56.66842165,45.27163895,73.91414792,3604.450254,41.70162716,87.07492577,46.24359307,0.77049309,-1.52821999,32.7
177.7959907,185.8452029,170.3823425,74.37698209,61.90216488,86.17058301,5636.266736,34.38614191,71.04665348,61.94682748,-0.795827798,-1.023501868,58.4
171.4159067,178.4213604,166.5154305,75.52207686,65.06158171,85.81335812,5790.713337,36.1557753,69.06943183,65.69419793,-0.848911288,-1.003501667,57.2
174.0564701,182.494028,167.2248646,74.72291249,62.4185378,86.494901,5692.652978,33.72476791,71.16762136,62.64909262,-0.909648679,-0.962725996,60.2
175.7226078,184.5051895,165.9994586,73.95699755,60.71527351,88.29607079,5707.852174,42.39623574,78.71333734,60.99292553,-0.788533111,-1.000416946,58.6
177.2361329,185.9645454,169.7238485,73.65250756,60.52817958,85.53554082,5512.26925,34.2571495,70.03056436,60.58676522,-0.848930359,-0.9857294,57.7
171.4307298,175.6795257,165.6819226,47.06020939,37.05020457,63.13555634,2541.276827,46.01945274,80.04003713,37.42919741,3.86602122,-2.270857865,37.7
176.1873868,181.0857749,172.3077367,47.38982347,37.21286612,63.48576799,2566.578487,36.52553145,75.7051746,37.90335678,4.11764155,-2.339142147,38.3
172.815739,176.1702781,168.6606734,47.26932436,38.73293384,59.46757596,2433.108556,53.14808471,66.82750518,39.11554229,3.266593724,-2.138355522,40.7
183.7521449,187.2815719,178.5570639,47.56791655,38.27048555,62.98564544,2577.683067,49.65846533,70.54402596,38.70901334,4.228887396,-2.3766991,37.6
176.4322491,181.003503,173.0483638,47.94036994,38.18815325,62.74136921,2574.990207,35.20788722,74.24117684,38.850457,4.21246029,-2.372212593,38.9
167.6226214,170.267571,164.0894921,40.27653587,33.50110796,53.5217275,1876.104899,50.76534422,68.70164671,33.80160866,5.50604989,-2.475980401,30
181.2228256,184.0974609,177.4238226,39.57200043,31.89581054,54.70210482,1866.005785,42.4306461,65.19542919,32.39845398,7.242069144,-2.863202073,31.5
174.0970802,177.2360122,171.6086248,40.21120949,32.7909949,54.37120295,1888.107563,36.99901661,67.45973734,33.37147498,6.781985313,-2.822482001,29.1
193.3737775,197.1361407,189.5060058,40.3835427,31.316218,57.5986668,1986.084593,37.34829233,63.69543866,31.8413432,7.744718933,-2.959582707,31
153.7075135,157.2776972,152.3705301,40.1774468,33.93605289,51.87091572,1823.115385,35.96912617,71.0009508,34.24513424,4.347579443,-2.197366041,30.7
181.2795376,185.2995353,173.9666525,43.8706442,33.89037677,61.86780627,2322.280271,48.71702324,72.74216474,34.0955754,4.624202205,-2.400859365,36.9
192.8174649,197.9477563,186.9731743,44.5986486,33.66034768,63.99122561,2425.747036,34.04351618,68.97622218,34.13927307,5.181743413,-2.529556389,39.4
167.7275629,171.8739226,162.3125751,42.26482133,33.84506233,59.07764774,2155.983249,40.04451462,73.14997702,34.28766896,3.928374735,-2.212520808,34.7
169.8880726,174.4944742,165.3138312,43.52630285,34.31199138,60.2165576,2246.675959,34.72461419,73.61867665,34.87805434,4.115674749,-2.310039922,41.1
187.4142495,192.208435,182.0207244,45.62253856,35.42875324,63.71446051,2482.699884,33.00733296,71.02006057,35.8743208,4.894906242,-2.496748036,35.3
182.3001024,188.509863,173.8060843,61.31696187,49.91853167,78.41586285,4169.882452,42.00497382,77.79486235,50.27726188,0.678353445,-1.533929296,45.5
182.563594,189.8454703,172.0615581,63.37208191,50.08272855,83.05149847,4527.237955,44.22054246,88.79704154,50.46980684,0.779347351,-1.552494236,42.3
161.7751192,167.8025657,156.1858235,59.99506734,50.75898793,73.52940359,3883.320833,36.68996225,80.27720009,51.19115814,0.319465341,-1.386328065,48.3
188.4305023,194.9118842,180.3207287,62.85883228,51.03081516,79.98769437,4353.433665,37.1858822,75.20922625,51.42519052,0.657973587,-1.537953957,45.2
173.7531943,180.5657418,165.9935875,62.23311939,50.87339043,79.00887101,4269.929343,37.43989573,86.19105392,51.32153494,0.688515739,-1.531651656,40.4
178.2555654,183.4652974,170.0836478,50.05608281,39.4475644,69.58125729,2998.089942,40.17140986,84.45751572,39.65958999,3.187494356,-2.134020439,30.4
179.418993,185.2666729,172.3008161,48.67276555,38.1920973,68.63333635,2874.178336,33.03738641,80.35300921,38.65891131,3.255899431,-2.122735214,30.5
186.0301291,192.2065592,178.7069906,49.73574486,38.2796073,71.11362625,3029.152941,31.67291211,80.60325794,38.79878488,3.488834318,-2.191439554,36.8
185.804365,191.2201869,177.3714273,51.4205421,40.04647045,72.43265537,3197.230915,42.62734033,84.63068875,40.34411296,3.425290377,-2.203390265,33.7
177.4835333,181.8512049,168.9378751,50.16698788,39.9435188,69.09896291,2991.054782,54.55146449,84.57492583,40.25770745,3.126994282,-2.116637412,34.4
184.5287527,187.5152128,181.4758184,39.6689125,32.00546254,52.61960441,1795.010966,38.41817393,63.39758225,32.30475444,9.159762207,-3.161749678,38.8
201.1886168,204.5846538,196.6889177,41.18609278,31.51828379,57.28807688,2000.99818,44.80445221,63.59121672,31.77814185,9.585448676,-3.247430159,41.6
191.6529695,195.6161264,187.9451113,41.54048624,31.81260391,57.03899806,2006.844722,38.32645477,64.27003681,32.1598876,7.652157652,-2.94996248,37.7
191.6840843,194.997791,187.8100499,43.33781028,34.42513543,57.4710484,2130.687097,41.28219364,66.85657729,34.63791594,7.905067285,-3.026809613,42.2
189.7153503,192.9265083,185.3270001,41.22536673,32.29696886,56.16415558,1975.381552,44.47630558,66.67284167,32.52997454,8.44445767,-3.072640266,40
171.342089,174.7295093,169.1862117,31.80507366,24.67804406,46.96425883,1280.609011,27.98305134,60.15874292,25.1838464,10.23223316,-3.214785532,30.9
190.8040534,194.318651,187.246034,32.73989547,24.44565848,50.69170161,1421.383619,29.50779846,59.15195865,24.76275901,11.79780923,-3.424009824,34.3
157.0239228,159.4643162,154.203204,31.19900815,25.24364577,44.55627313,1203.248332,35.30323187,61.57323661,25.4357139,8.040591226,-2.798476004,35.5
180.8398795,184.4545925,178.8022535,32.39736404,24.98534067,48.00561058,1331.594698,26.55618501,57.60847934,25.4918909,10.84641915,-3.324849472,30.2
189.4962394,191.8561863,185.9276597,31.81059446,24.88364838,47.27429512,1294.595345,38.18148454,52.72495677,25.24665655,10.93315894,-3.344431943,29.3
177.8254659,183.7515012,171.9456443,48.68747534,37.84788662,67.57702332,2813.092114,31.67925928,79.09146885,38.45260609,3.36498312,-2.174857498,36.4
170.4292487,176.3779318,164.8730997,49.33449341,39.08889205,67.28517871,2851.778419,37.19954122,80.77242778,39.55400346,2.489319644,-1.887238582,32
182.6884935,187.9243398,174.6312008,49.11931128,37.90111702,68.63338101,2883.140977,45.15608878,80.08047579,38.18578389,3.534560279,-2.214524792,32.7
189.2663393,194.8680461,180.4868895,48.38081935,36.55482211,69.55212022,2873.182656,41.5473135,78.28831321,36.82743253,3.838484637,-2.259549642,31.9
186.3824344,192.0031864,178.5438039,48.90031696,37.3229886,69.30940182,2893.145659,37.52184871,78.59568437,37.69689995,3.6604316,-2.234311908,32.4
187.6085275,190.5384139,183.9888629,37.8393599,29.72803841,51.45977592,1661.736524,39.6740451,59.62442339,30.06074221,9.043985148,-3.118577236,37
178.8818071,181.7984178,175.439638,38.52698454,30.74840305,51.86403403,1713.31131,42.63437775,63.98247684,31.06678924,8.223657676,-3.012946045,42.7
151.4725243,153.6314118,149.3620739,37.09913093,31.25441503,46.45688001,1506.846563,39.22636724,70.03900521,31.51142116,7.285747823,-2.923413757,42.1
185.7764045,189.9553835,183.3882433,41.66335571,33.01188346,56.08308488,1997.676746,34.2501816,65.03227198,33.25120936,6.869140311,-2.674580719,41.8
176.3853795,179.8463598,174.7533205,40.02213323,32.20959158,52.84193217,1815.008584,32.06596908,66.18411467,32.59952555,7.87180636,-2.955729426,40.1
12.28958814,17.40491237,5.716591375,35.0066299,45.20321771,24.95392367,1320.051965,28.35994755,68.79959627,50.89403796,17.03875162,3.874634621,36.8
173.1825461,178.4886294,169.0545475,49.18807597,39.47639624,63.89116071,2701.55512,34.79695189,73.06318291,39.95259644,2.904862291,-2.016301987,33.4
180.9044425,185.7716897,176.2118239,50.23797798,40.1796134,65.13596678,2808.883511,39.24356356,72.93463941,40.60387096,3.591679716,-2.25873778,36.9
193.2605528,198.7053123,187.2033472,50.13985901,38.28748862,67.45722154,2865.541366,35.51988411,70.98364743,38.66009078,3.938586423,-2.312977778,39.6
184.152115,188.9539628,178.0573508,49.94314558,39.17058643,65.72688681,2802.774321,40.48471461,73.43142637,39.3925331,3.63796039,-2.255710618,40.8
185.4980078,187.2225879,182.8923807,30.58158209,23.77521988,44.45805473,1162.172531,52.09536759,56.34639685,24.12714443,16.68359477,-4.074176678,42.5
165.7338642,167.0753145,164.129206,29.70633569,24.19814485,39.70061035,1016.168794,53.7326396,55.30450438,24.41193952,14.04330021,-3.696457202,38.1
176.3032937,177.5766232,174.6566794,32.46142282,27.10641883,43.27806982,1221.9265,55.75508379,54.896819,27.40954268,12.80549344,-3.626929134,37.1
157.8786268,159.2246631,156.2231963,29.90446808,24.7365393,39.50520362,1023.785019,45.39732237,58.48434885,25.03222696,13.28371258,-3.694501142,36.2
148.2659106,148.8844182,146.4646455,28.33515479,24.14359485,36.05732774,896.3619518,59.67563543,56.37346352,24.35382399,13.19191289,-3.707443089,32.2
169.6811596,172.2760462,165.4123776,41.51528589,34.18245884,53.1557221,1913.837403,57.22182635,62.15900555,34.60922318,4.553571977,-2.37554634,33.1
186.9458499,190.6674838,181.9658976,44.03448953,34.07281582,58.64920134,2192.614853,53.34184059,63.87242486,34.49370505,5.228629096,-2.537926353,36.5
193.4912581,197.455374,189.3521622,44.50960551,34.55664238,59.35973277,2243.893505,43.79278621,59.90816262,35.09207434,5.065326655,-2.522133449,37.5
185.612925,189.4975389,179.9402347,46.94770434,36.30225443,63.67338486,2540.81482,53.31874489,74.66155974,36.72078303,4.980721055,-2.507278979,38.2
177.2100335,180.6242027,172.9037676,45.57297307,36.51840723,59.09109073,2310.727381,46.7041396,70.69621646,36.91182945,4.912896978,-2.508636105,36.3
174.2607895,176.1592402,171.3833986,34.05908053,27.92789061,46.59581647,1374.240735,51.42252223,58.65298792,28.29660082,10.32314881,-3.286726319,39.2
158.8013264,160.5383528,156.069602,31.98508499,26.19678103,42.70116394,1180.952057,48.00258016,58.80781896,26.48265019,9.453938695,-3.153792232,37.1
159.2502495,160.8576015,156.8721695,33.20973703,27.61720764,42.96099406,1239.761547,50.28704134,60.7046282,27.87187419,10.0683189,-3.287402483,34.1
177.3269991,179.1920961,174.1290961,35.3727818,28.91824195,47.64554845,1456.903248,51.31185731,59.87880382,29.19594806,10.5415639,-3.358167003,36.6
159.251103,161.5872307,157.932204,33.86627572,27.72010012,44.13179159,1289.931893,31.94631664,62.24103447,28.12041308,9.653957348,-3.219124047,32
175.6342407,182.3909858,168.1217055,66.71007118,55.33342968,80.30279684,4687.487534,45.1157482,81.47954375,55.72147541,0.3072314,-1.408981381,45.4
174.7956018,181.5071496,168.7711236,67.19056103,56.1278812,79.93961408,4712.144765,43.02783844,79.07778219,56.64761982,0.212442908,-1.390857067,48.7
177.9374908,184.935921,171.5848354,64.11666479,52.83875165,77.16713102,4315.613912,39.64227912,74.33528904,53.40406659,0.396568981,-1.406327846,44.4
182.8442348,189.8496531,175.8617917,67.57708156,55.41490539,81.04465941,4767.84691,49.43888549,75.88096617,55.92967083,0.31656845,-1.423064153,44
173.7515333,179.9097603,166.0028296,66.95219124,56.01737188,80.05353121,4708.744229,50.8729516,82.67145442,56.33514005,0.280171753,-1.409404176,44.6
175.0959931,183.370033,161.9662192,64.03689165,50.37432394,87.24755118,4827.807502,44.80912215,98.72525029,50.78007769,0.426937238,-1.431512176,39.8
184.1956361,193.5037077,168.9160389,62.6261966,47.64879967,89.37427987,4829.476809,45.54760198,96.73656268,48.1006031,0.760976939,-1.516679817,36.9
142.7266222,149.4444321,132.0826593,51.78337942,42.60414506,67.78041185,3081.366828,45.78321179,87.80208975,43.09185708,-0.074011822,-1.095881984,35.6
160.0952624,168.289989,148.913025,55.86130008,44.21827203,75.75519158,3667.936794,40.96359782,88.49517651,44.80543675,0.199444075,-1.252299436,38.8
160.6360765,168.9951612,149.9967941,56.83389387,45.02324975,75.10058333,3692.872551,42.55762292,86.34572005,45.53785268,0.105459732,-1.219556062,36.8
174.5085465,176.4044199,170.5472407,31.79744164,25.01165929,48.35367645,1330.867566,52.45065299,65.16759399,25.34838373,12.24589578,-3.583238447,28.5
153.6754772,154.9754539,150.3663742,27.95196438,23.01130659,39.6051558,963.5651607,59.39305672,52.40920016,23.40958193,8.185992594,-2.87342907,30.9
162.3158475,164.1945115,158.4419203,29.74290243,23.43193792,42.95344157,1098.634589,54.32997475,57.04983694,23.71877509,9.494078106,-3.100272696,29
173.4669878,175.3772178,169.3581535,31.46697414,24.89085796,48.2910977,1320.2252,52.35569731,65.46084012,25.211446,12.13772842,-3.550963999,28.6
163.5252226,165.1673602,159.9319473,31.29344386,24.95054231,44.85901239,1209.493149,55.59292497,63.30773736,25.26743178,10.97307066,-3.393032422,28.6
208.403165,212.0836478,202.9847262,44.95155364,33.87574903,59.66234901,2256.56768,53.51273898,57.90689628,34.05453646,6.689472133,-2.821500535,48.3
176.6569757,179.1124575,173.698022,45.68844425,38.71743577,55.48748683,2226.678423,49.97007137,62.78666499,39.00253635,5.288524399,-2.608402836,42.5
201.8174061,205.0806998,197.511074,45.44512543,35.88772865,58.22760349,2257.49108,54.04283376,56.47540757,36.21088104,6.231136988,-2.748218472,44.4
197.1234259,200.2499785,193.2364005,46.9992955,38.16923832,58.63717403,2376.278078,48.4006106,58.1833647,38.40909687,5.815707346,-2.696113145,42.4
167.6980156,169.6063006,164.6602572,44.53409295,38.44320735,53.38183403,2107.743374,55.49244078,64.00588582,38.70990042,5.167338014,-2.591168824,43.2
156.6946628,157.8015156,153.489439,25.72029989,20.85631263,37.76190714,844.1706987,50.71537197,55.93564945,20.99193506,14.990791,-3.854974569,28.3
156.4807418,157.549552,153.3861455,26.33160934,21.25730475,38.50228808,879.0012629,54.62097944,57.97306173,21.4345814,15.13239562,-3.899700176,22.5
168.1530912,169.7216246,165.6711861,27.49732928,22.03275341,40.77137296,970.7307534,44.58673889,56.96875796,22.26619924,16.32034377,-4.062242513,24.5
157.464981,158.7094496,154.5872449,26.80308319,22.03854072,38.82661158,906.8497306,46.72713903,57.62585665,22.210562,14.66675989,-3.840845532,25.5
148.1467748,149.6100318,146.0998524,25.7996485,21.01004227,36.69615101,819.9562317,43.82656622,58.06386107,21.2120144,14.59165395,-3.835816056,25.7
178.7037774,185.0564987,171.7377376,63.6520651,51.51464316,77.75481933,4279.971057,54.46251014,80.51391191,52.08825286,0.756148296,-1.546310516,39.8
181.0190883,187.6275238,171.3577003,63.21356616,50.16949411,81.02109571,4403.752677,56.08573565,87.03263005,50.60863092,0.885494569,-1.58036457,38.5
180.3443892,187.4177586,172.4245968,61.73147022,49.05614711,77.85590315,4130.446166,45.03400259,80.86296709,49.51174766,0.912355355,-1.583029886,38.2
181.4892009,188.9709713,171.0893108,59.82811927,46.07195557,80.62273198,4121.116662,45.20056616,88.83155991,46.50226943,1.24005072,-1.664461608,38.1
179.9658574,187.076093,169.6276386,60.02000701,46.53504363,79.77889309,4095.514745,50.70520419,88.51430786,46.97471455,1.170695997,-1.636083066,40.6
171.2808985,177.858786,163.3939329,69.1990038,57.99344151,84.59347626,5137.566404,46.27594945,88.71889625,58.56454484,-0.126963707,-1.264757264,46.6
159.2507211,164.5342349,153.9852704,62.58554683,54.26811738,73.32916628,4098.262081,45.31579746,74.91194839,54.89233455,-0.143624336,-1.205570948,47.3
184.7778813,191.1261004,176.6913355,68.68348637,57.22611406,84.18819366,5061.528743,48.84936355,76.49257861,57.76581826,0.0099609,-1.33468243,49.2
175.5926371,181.6170878,167.5138958,70.70590854,59.87442009,85.08591095,5308.012429,49.77140081,86.45656678,60.24366244,-0.06107776,-1.310519741,50.5
144.4014075,148.1255836,139.5573712,54.00621405,48.07212071,63.20036777,3086.267526,51.29583169,66.55511927,48.89911784,-0.312761927,-1.055744793,52.7
206.2824474,212.2723316,197.6215015,48.22604331,33.87603132,70.88523379,2868.855209,45.21489009,73.66793357,34.23140101,5.056244307,-2.506504678,34.8
194.9543833,199.8700277,186.9291097,48.01302026,35.52962752,67.46031115,2734.614479,57.49524025,73.0042267,35.97933785,4.447015521,-2.374256279,32.1
188.6414677,193.912161,182.6775895,47.4040862,35.80424941,64.53928111,2585.866118,44.74714307,69.82166827,36.3358365,4.07589439,-2.283728542,37.9
198.8964493,204.0293616,190.2150224,47.96193233,34.79839232,68.74261025,2778.112723,56.19770966,74.51240922,35.12452925,4.854466038,-2.462224697,34.7
201.4731288,206.6188353,192.7313885,49.61303402,36.40569849,70.79887483,2965.964846,53.7129723,75.79615002,36.71006541,4.707856285,-2.45787593,33.8
190.5976071,197.7473332,181.8457135,60.56509261,46.34673509,78.6527286,4043.086863,49.75629219,80.52864478,46.71665342,1.494896116,-1.747238757,38.3
184.9165715,191.2926022,176.4174543,61.70202737,48.88663036,79.09763509,4188.288316,50.46286963,84.95482903,49.2633493,1.372812674,-1.725501499,39.6
170.4105567,175.9509015,163.5145193,60.42234082,49.5905455,74.68851952,3922.031514,48.3022535,86.4496712,49.9608837,1.063241835,-1.641534084,42.9
183.6222318,190.4867853,176.6230235,62.20237877,49.13019067,78.55250361,4183.170784,40.28893946,82.51259565,49.6403466,1.201320359,-1.683371119,39.2
186.9961229,194.0023456,179.2245565,61.93924426,48.54469239,79.24671555,4194.129404,41.86877541,82.82197066,49.01140844,1.395759494,-1.733514663,39.5
157.3881087,161.012075,148.8256825,35.58102731,28.74185463,52.66489596,1648.004597,50.47052226,66.79999297,29.03262279,2.992234492,-1.901661509,32
185.0864805,188.7737445,173.7947723,39.32253927,29.71160455,66.56888384,2327.426856,50.18111667,82.40096838,29.96988644,6.216815335,-2.659955689,26.6
191.7879721,196.5515642,181.6033776,40.5668754,29.77052294,68.46159187,2445.188999,40.37751418,80.18276665,30.18724584,6.223680842,-2.667581634,29.9
143.351242,146.8138064,136.8085015,34.39804836,28.07062438,50.18140698,1513.664534,43.15895129,72.24988887,28.42549053,3.519068704,-2.062884988,27.9
140.6356962,144.0659324,134.0518062,35.43337522,28.76810476,50.61990755,1565.767307,46.42376376,73.73751973,29.07148034,3.052692167,-1.974000318,26.9
180.7850995,185.4941371,171.5672987,46.78660789,36.26960536,68.5679119,2768.798688,47.27904545,81.03564884,36.58318498,3.475218193,-2.16701977,27.5
181.2915388,184.9287318,171.5427281,46.96795197,38.81476908,67.71341758,2797.833197,53.30900243,77.19492991,37.83573024,2.855784889,-1.953661269,29.9
174.0335759,178.8728023,166.3475499,43.87393391,33.99751165,62.91745993,2373.050441,45.19872086,74.93472935,34.46543643,3.46650886,-2.127004657,25.6
170.2641596,175.1517083,162.5704738,45.1456815,35.22799065,64.03767061,2486.807757,46.10930628,77.51389842,35.60013222,2.842117591,-1.957208424,36.2
186.7979326,191.5169598,177.3080778,47.15879868,35.7298499,68.80190081,2779.671884,56.33958422,78.31781131,36.03827738,3.673574862,-2.20435844,27.5
11.88209663,15.71370787,6.045591439,36.58610939,43.79597089,27.79257965,1358.821374,27.7697321,68.32006301,50.98055047,17.8203169,4.027779554,36.9
175.021486,179.20344,170.3725764,45.96744982,36.81465187,59.94731206,2367.011226,42.62398707,69.46501444,37.25115431,3.774623854,-2.227060856,34
203.0911086,207.5206079,194.3362937,48.04641408,35.78070694,69.40245427,2831.816228,58.1404393,74.39927554,36.10902262,5.396491921,-2.579046954,33.7
189.8292103,193.5738519,181.6964763,48.77442804,38.19180547,67.80934855,2836.470613,59.51246487,78.83408579,38.52459692,4.769141936,-2.471637783,38.5
196.5153471,200.7552828,188.8073379,49.35013636,38.07885463,69.40795878,2925.427051,56.49283224,76.63990351,38.46881324,4.877703205,-2.493706427,33.6
175.4839369,181.5740608,166.1808799,55.12157359,42.3905255,74.19559911,3486.842318,56.03558425,89.1046135,42.84837781,1.956209047,-1.826060447,31.1
15.45158112,22.26757337,5.220832532,38.57936196,49.57683835,28.01882972,1626.174667,31.71747839,89.20391228,56.72205609,13.07643825,3.428189002,29.4
187.8447522,194.3644982,177.1375484,57.71485819,43.24192067,80.35277173,3936.247617,59.64634382,91.55763081,43.79953328,2.240800278,-1.926886009,30.8
